MagX:,MagY:,MagZ:,Mag:,is data good?,try it myself,is data good?,,,,,,,
-275,114,-87,728.534,TRUE,310.1451273,TRUE,,,,,,,
-263,132,-102,727.88,TRUE,311.4434138,TRUE,,,,,,,
-238,140,-106,727.954,TRUE,295.7701811,FALSE,,,,,,,
-224,156,-109,728.058,TRUE,293.9268617,FALSE,,,,,,,
-192,161,-112,727.826,TRUE,274.4612905,FALSE,,,,,,,
-178,171,-115,724.582,TRUE,272.3049761,FALSE,,,,,,,
-153,177,-116,724.879,TRUE,261.1398093,FALSE,,,,,,,
-136,189,-117,725.676,TRUE,260.5877971,FALSE,,,,,,,
-119,193,-117,725.37,TRUE,255.1450568,FALSE,,,,,,,
-113,195,-111,726.434,TRUE,251.226989,FALSE,,,,,,,
-99,195,-104,725.813,TRUE,242.1611034,FALSE,,,,,,,
-93,198,-99,724.081,TRUE,240.1124736,FALSE,,,,,,,
-78,197,-96,722.278,TRUE,232.6134132,FALSE,,,,,,,
-70,197,-95,720.324,TRUE,229.6388469,FALSE,,,,,,,
-59,198,-91,722.532,TRUE,225.756506,FALSE,,,,,,,
-40,197,-85,721.835,TRUE,218.2521478,FALSE,,,,,,,
-30,194,-82,720.384,TRUE,212.7439776,FALSE,,,,,,,
-24,192,-74,721.014,TRUE,207.1617725,FALSE,,,,,,,
-22,183,-63,721.712,TRUE,194.7870632,FALSE,,,,,,,
-6,181,-59,721.078,TRUE,190.4678451,FALSE,,,,,,,
-1,176,-55,722.721,TRUE,184.3963123,FALSE,,,,,,,
6,174,-51,721.144,TRUE,181.4194036,FALSE,,,,,,,
12,168,-47,720.079,TRUE,174.8628034,FALSE,,,,,,,
19,166,-42,721.144,TRUE,172.281746,FALSE,,,,,,,
23,161,-40,722.215,TRUE,167.4813422,FALSE,,,,,,,
35,160,-37,721.712,TRUE,167.9106905,FALSE,,,,,,,
45,155,-35,720.512,TRUE,165.1514456,FALSE,,,,,,,
75,154,-32,720.826,TRUE,174.2555595,FALSE,,,,,,,
90,146,-29,719.756,TRUE,173.9453937,FALSE,,,,,,,
120,143,-28,722.738,TRUE,188.7670522,FALSE,,,,,,,
134,139,-19,721.848,TRUE,194.0051546,FALSE,,,,,,,
158,133,-16,720.959,TRUE,207.1448768,FALSE,,,,,,,
167,118,-6,720.826,TRUE,204.5702813,FALSE,,,,,,,
189,106,0,721.144,TRUE,216.6956391,FALSE,,,,,,,
194,72,13,721.028,TRUE,207.3378885,FALSE,,,,,,,
201,53,18,719.824,TRUE,208.648029,FALSE,,,,,,,
203,11,20,719.824,TRUE,204.2792207,FALSE,,,,,,,
204,-8,23,721.28,TRUE,205.4482903,FALSE,,,,,,,
208,-36,20,720.784,TRUE,212.0377325,FALSE,,,,,,,
208,-50,23,720.391,TRUE,215.1580814,FALSE,,,,,,,
214,-57,23,721.467,TRUE,222.6521951,FALSE,,,,,,,
213,-74,17,720.46,TRUE,226.1282822,FALSE,,,,,,,
212,-81,17,720.391,TRUE,227.5829519,FALSE,,,,,,,
211,-101,-10,721.399,TRUE,234.1409832,FALSE,,,,,,,
212,-111,-17,718.368,TRUE,239.9041475,FALSE,,,,,,,
211,-120,-21,720.645,TRUE,243.6431817,FALSE,,,,,,,
209,-124,-22,721.35,TRUE,244.0102457,FALSE,,,,,,,
210,-129,-31,719.503,TRUE,248.3988728,FALSE,,,,,,,
209,-134,-34,719.963,TRUE,250.5853148,FALSE,,,,,,,
209,-142,-43,721.848,TRUE,256.308408,FALSE,,,,,,,
207,-144,-48,721.28,TRUE,256.6885272,FALSE,,,,,,,
208,-148,-50,720.391,TRUE,260.1307364,FALSE,,,,,,,
210,-150,-50,720.034,TRUE,262.8687886,FALSE,,,,,,,
211,-151,-49,720.714,TRUE,264.0511314,FALSE,,,,,,,
210,-151,-50,719.985,TRUE,263.4406954,FALSE,,,,,,,
209,-155,-53,720.848,TRUE,265.5466061,FALSE,,,,,,,
211,-158,-57,719.072,TRUE,269.6924174,FALSE,,,,,,,
208,-161,-62,720.148,TRUE,270.2387833,FALSE,,,,,,,
207,-162,-63,720.46,TRUE,270.2998335,FALSE,,,,,,,
205,-165,-65,720.714,TRUE,271.0627234,FALSE,,,,,,,
205,-165,-69,720.784,TRUE,272.0496278,FALSE,,,,,,,
204,-169,-69,719.824,TRUE,273.7480594,FALSE,,,,,,,
204,-168,-69,720.034,TRUE,273.1318363,FALSE,,,,,,,
205,-169,-72,722.101,TRUE,275.2635101,FALSE,,,,,,,
203,-167,-74,721.098,TRUE,273.0824051,FALSE,,,,,,,
201,-168,-71,718.009,TRUE,271.4148117,FALSE,,,,,,,
201,-164,-59,719.541,TRUE,266.0413502,FALSE,,,,,,,
202,-161,-53,720.855,TRUE,263.6930033,FALSE,,,,,,,
199,-155,-55,719.963,TRUE,258.1685496,FALSE,,,,,,,
207,-154,-54,720.278,TRUE,263.5924885,FALSE,,,,,,,
206,-148,-49,721.04,TRUE,258.3427955,FALSE,,,,,,,
203,-144,-48,720.748,TRUE,253.4738645,FALSE,,,,,,,
202,-157,-53,718.903,TRUE,261.2699753,FALSE,,,,,,,
187,-167,-48,720.034,TRUE,255.2684861,FALSE,,,,,,,
169,-204,-50,719.142,TRUE,269.5867207,FALSE,,,,,,,
160,-228,-52,719.396,TRUE,283.351372,FALSE,,,,,,,
148,-255,-30,719.653,TRUE,296.3595789,FALSE,,,,,,,
147,-248,1,720.034,TRUE,288.2949878,FALSE,,,,,,,
146,-246,1,722.557,TRUE,286.064678,FALSE,,,,,,,
147,-245,-8,720.855,TRUE,285.82862,FALSE,,,,,,,
144,-243,-11,719.035,TRUE,282.6764935,FALSE,,,,,,,
144,-238,-9,720.601,TRUE,278.3181633,FALSE,,,,,,,
142,-236,-7,721.644,TRUE,275.5158798,FALSE,,,,,,,
148,-237,-9,722.557,TRUE,279.5603692,FALSE,,,,,,,
166,-237,-9,721.169,TRUE,289.4926597,FALSE,,,,,,,
194,-235,-15,718.831,TRUE,305.0999836,TRUE,,,,,,,
195,-233,-16,719.468,TRUE,304.253184,TRUE,,,,,,,
158,-234,8,719.781,TRUE,282.4606167,FALSE,,,,,,,
41,-215,17,720.748,TRUE,219.5335965,FALSE,,,,,,,
-36,-92,19,718.143,TRUE,100.6031809,FALSE,,,,,,,
-187,-33,27,720.855,TRUE,191.7993743,FALSE,,,,,,,
-256,69,42,719.05,TRUE,268.4418,FALSE,,,,,,,
-386,96,56,721.002,TRUE,401.6814658,TRUE,,,,,,,
-477,90,79,721.677,TRUE,491.802806,TRUE,,,,,,,
-518,64,84,720.497,TRUE,528.6548969,TRUE,,,,,,,
-547,-9,65,720.674,TRUE,550.9219545,TRUE,,,,,,,
-544,-105,33,717.899,TRUE,555.0225221,TRUE,,,,,,,
-526,-160,-13,719.615,TRUE,549.9499977,TRUE,,,,,,,
-516,-278,-75,721.494,TRUE,590.9018531,TRUE,,,,,,,
-496,-322,-92,720.601,TRUE,598.4680443,TRUE,,,,,,,
-481,-381,-91,719.361,TRUE,620.3249149,TRUE,,,,,,,
-464,-406,-100,720.855,TRUE,624.6054755,TRUE,,,,,,,
-464,-442,-106,721.002,TRUE,649.5352184,TRUE,,,,,,,
-468,-461,-106,720.034,TRUE,665.4179138,TRUE,,,,,,,
-466,-481,-106,721.422,TRUE,678.050883,TRUE,,,,,,,
-465,-483,-110,720.928,TRUE,679.421813,TRUE,,,,,,,
-469,-481,-119,720.034,TRUE,682.2631457,TRUE,,,,,,,
-474,-479,-114,721.242,TRUE,683.4566555,TRUE,,,,,,,
-475,-479,-98,719.213,TRUE,681.6670742,TRUE,,,,,,,
-474,-473,-104,719.928,TRUE,677.6584686,TRUE,,,,,,,
-472,-471,-107,720.674,TRUE,675.3325107,TRUE,,,,,,,
-492,-468,-112,720.497,TRUE,688.2092705,TRUE,,,,,,,
-523,-470,-101,720.601,TRUE,710.3731414,TRUE,,,,,,,
-533,-468,-89,720.601,TRUE,714.8664211,TRUE,,,,,,,
-532,-437,-100,720.107,TRUE,695.6960543,TRUE,,,,,,,
-526,-374,-88,720.35,TRUE,651.3800734,TRUE,,,,,,,
-527,-339,-75,722.062,TRUE,631.0903263,TRUE,,,,,,,
-531,-322,-53,720.181,TRUE,623.2607801,TRUE,,,,,,,
-538,-317,-30,720.497,TRUE,625.1663779,TRUE,,,,,,,
-543,-298,-20,721.494,TRUE,619.7200981,TRUE,,,,,,,
-541,-281,-28,719.437,TRUE,610.2671546,TRUE,,,,,,,
-540,-258,-51,719.615,TRUE,600.6371617,TRUE,,,,,,,
-521,-234,-69,720.748,TRUE,575.2894923,TRUE,,,,,,,
-504,-190,-114,720.034,TRUE,550.5560825,TRUE,,,,,,,
-69,-176,-137,720.601,TRUE,233.4652008,FALSE,,,,,,,
-331,-137,-123,721.568,TRUE,378.7598184,TRUE,,,,,,,
-331,-77,-133,721.568,TRUE,364.9369809,TRUE,,,,,,,
-331,8,-37,721.568,TRUE,333.1576204,TRUE,,,,,,,
-331,46,-180,720.181,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,722.062,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.155,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.257,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.257,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.748,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,719.854,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.242,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.824,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,719.185,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,719.691,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.257,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.257,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,722.136,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.155,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,719.514,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,719.928,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.078,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.899,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.979,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.823,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.721,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,721.568,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.257,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,719.691,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,719.203,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,720.824,TRUE,379.5747621,TRUE,,,,,,,
-331,46,-180,722.465,TRUE,379.5747621,TRUE,,,,,,,
-565,46,-180,719.872,TRUE,594.7612967,TRUE,,,,,,,
-565,46,-180,721.469,TRUE,594.7612967,TRUE,,,,,,,
-564,46,-180,721.155,TRUE,593.8114179,TRUE,,,,,,,
-561,-260,-123,721.721,TRUE,630.4363568,TRUE,,,,,,,
-559,-258,-124,721.644,TRUE,628.0294579,TRUE,,,,,,,
-553,-259,-122,719.437,TRUE,622.7150231,TRUE,,,,,,,
-553,-258,-124,720.748,TRUE,622.6949494,TRUE,,,,,,,
-548,-260,-104,721.002,TRUE,615.4023074,TRUE,,,,,,,
-548,-258,-92,720.901,TRUE,612.6434526,TRUE,,,,,,,
-544,-248,-54,719.361,TRUE,600.2965934,TRUE,,,,,,,
-539,-241,-48,720.257,TRUE,592.3731932,TRUE,,,,,,,
-531,-222,-30,721.155,TRUE,576.3202235,TRUE,,,,,,,
-527,-204,-19,721.721,TRUE,565.4255035,TRUE,,,,,,,
-533,-163,-12,720.257,TRUE,557.4961883,TRUE,,,,,,,
-528,-152,-12,718.947,TRUE,549.5743808,TRUE,,,,,,,
-527,-108,-27,720.257,TRUE,538.629743,TRUE,,,,,,,
-527,-94,-28,721.002,TRUE,536.049438,TRUE,,,,,,,
-523,-77,-68,723.852,TRUE,532.9934334,TRUE,,,,,,,
-520,-70,-74,719.768,TRUE,529.883006,TRUE,,,,,,,
-520,-80,-68,720.334,TRUE,530.4941093,TRUE,,,,,,,
-526,-91,-45,719.514,TRUE,535.7070095,TRUE,,,,,,,
-527,-117,-9,720.979,TRUE,539.9064734,TRUE,,,,,,,
-536,-125,-4,720.081,TRUE,550.3971294,TRUE,,,,,,,
-539,-136,2,720.412,TRUE,555.8965731,TRUE,,,,,,,
-542,-134,-17,720.979,TRUE,558.577658,TRUE,,,,,,,
-544,-133,-24,719.846,TRUE,560.5363503,TRUE,,,,,,,
-543,-130,-50,720.334,TRUE,560.5791648,TRUE,,,,,,,
-539,-127,-78,720.081,TRUE,559.2262512,TRUE,,,,,,,
-535,-122,-102,720.824,TRUE,558.1334966,TRUE,,,,,,,
-530,-122,-108,721.721,TRUE,554.4799365,TRUE,,,,,,,
-515,-118,-120,720.334,TRUE,541.8016242,TRUE,,,,,,,
-513,-112,-119,718.382,TRUE,538.3994799,TRUE,,,,,,,
-507,-96,-121,720.824,TRUE,530.0056603,TRUE,,,,,,,
-500,-90,-129,720.65,TRUE,524.1574191,TRUE,,,,,,,
-484,-51,-125,721.469,TRUE,502.4758701,TRUE,,,,,,,
-478,-42,-127,720.824,TRUE,496.3637779,TRUE,,,,,,,
-466,-28,-133,721.489,TRUE,485.4163162,TRUE,,,,,,,
-456,-17,-137,723.266,TRUE,476.4388733,TRUE,,,,,,,
-442,8,-128,720.24,TRUE,460.2303771,TRUE,,,,,,,
-444,19,-120,721.721,TRUE,460.3227129,TRUE,,,,,,,
-441,32,-111,720.334,TRUE,455.87937,TRUE,,,,,,,
-444,43,-101,720.668,TRUE,457.3685604,TRUE,,,,,,,
-447,61,-95,721.547,TRUE,461.0368749,TRUE,,,,,,,
-446,55,-86,720.257,TRUE,457.5336053,TRUE,,,,,,,
-449,55,-86,720.901,TRUE,460.4584672,TRUE,,,,,,,
-450,54,-96,721.799,TRUE,463.2839302,TRUE,,,,,,,
-447,51,-105,720.334,TRUE,461.9902596,TRUE,,,,,,,
-439,54,-115,718.87,TRUE,457.014223,TRUE,,,,,,,
-440,48,-122,719.514,TRUE,459.1165429,TRUE,,,,,,,
-445,47,-141,719.592,TRUE,469.1641504,TRUE,,,,,,,
-445,53,-145,719.341,TRUE,471.0191079,TRUE,,,,,,,
-436,64,-159,722.054,TRUE,468.4794553,TRUE,,,,,,,
-445,64,-166,722.054,TRUE,479.2462832,TRUE,,,,,,,
-442,57,-180,719.672,TRUE,480.6381175,TRUE,,,,,,,
-439,58,-181,720.979,TRUE,478.3785112,TRUE,,,,,,,
-422,67,-180,719.282,TRUE,463.651809,TRUE,,,,,,,
-414,54,-181,719.592,TRUE,455.0527442,TRUE,,,,,,,
-391,58,-177,719.846,TRUE,433.0981413,TRUE,,,,,,,
-373,61,-174,721.059,TRUE,416.0841261,TRUE,,,,,,,
-365,78,-173,720.492,TRUE,411.385464,TRUE,,,,,,,
-340,88,-161,719.846,TRUE,386.3482885,TRUE,,,,,,,
-337,99,-136,719.672,TRUE,376.6510321,TRUE,,,,,,,
-353,105,-113,719.262,TRUE,385.2310995,TRUE,,,,,,,
-371,111,-107,721.394,TRUE,401.7598785,TRUE,,,,,,,
-401,128,-113,720.16,TRUE,435.8371255,TRUE,,,,,,,
-406,134,-118,722.62,TRUE,443.5267748,TRUE,,,,,,,
-409,124,-147,722.054,TRUE,451.9579626,TRUE,,,,,,,
-406,109,-145,719.026,TRUE,444.6819088,TRUE,,,,,,,
-405,92,-167,721.976,TRUE,447.6360128,TRUE,,,,,,,
-405,88,-171,720.081,TRUE,448.3413878,TRUE,,,,,,,
-411,86,-170,721.547,TRUE,453.0088299,TRUE,,,,,,,
-409,87,-180,721.721,TRUE,455.2471856,TRUE,,,,,,,
-404,91,-198,719.106,TRUE,459.021786,TRUE,,,,,,,
-403,91,-201,723.014,TRUE,459.446406,TRUE,,,,,,,
-397,87,-200,720.589,TRUE,452.9657824,TRUE,,,,,,,
-392,92,-202,720.16,TRUE,450.4797443,TRUE,,,,,,,
-383,96,-206,719.514,TRUE,445.3549146,TRUE,,,,,,,
-376,98,-202,719.187,TRUE,437.9315015,TRUE,,,,,,,
-371,102,-190,720.901,TRUE,429.121195,TRUE,,,,,,,
-368,106,-187,719.846,TRUE,426.1795396,TRUE,,,,,,,
-369,113,-168,720.492,TRUE,420.8966619,TRUE,,,,,,,
-367,118,-157,721.233,TRUE,416.2475225,TRUE,,,,,,,
-367,123,-145,722.116,TRUE,413.331586,TRUE,,,,,,,
-366,124,-136,720.979,TRUE,409.6681584,TRUE,,,,,,,
-364,125,-133,720.24,TRUE,407.1977407,TRUE,,,,,,,
-365,125,-126,718.947,TRUE,405.8645094,TRUE,,,,,,,
-364,126,-123,721.96,TRUE,404.3525689,TRUE,,,,,,,
-364,127,-120,719.753,TRUE,403.7635447,TRUE,,,,,,,
-367,126,-116,719.106,TRUE,404.9950617,TRUE,,,,,,,
-367,125,-113,721.059,TRUE,403.8353625,TRUE,,,,,,,
-363,129,-113,720.24,TRUE,401.471045,TRUE,,,,,,,
-361,125,-110,720.728,TRUE,397.5499969,TRUE,,,,,,,
-358,124,-107,721.14,TRUE,393.6864234,TRUE,,,,,,,
-355,123,-106,720.412,TRUE,390.3716178,TRUE,,,,,,,
-354,124,-105,721.059,TRUE,389.5086649,TRUE,,,,,,,
-350,125,-100,721.059,TRUE,384.870108,TRUE,,,,,,,
-348,127,-101,720.979,TRUE,383.9713531,TRUE,,,,,,,
-347,128,-101,721.14,TRUE,383.3979656,TRUE,,,,,,,
-345,129,-100,719.672,TRUE,381.6621543,TRUE,,,,,,,
-346,133,-97,719.926,TRUE,383.1631506,TRUE,,,,,,,
-345,132,-93,721.708,TRUE,380.9173139,TRUE,,,,,,,
-345,130,-90,719.672,TRUE,379.5062582,TRUE,,,,,,,
-346,131,-94,719.106,TRUE,381.7237221,TRUE,,,,,,,
-343,130,-90,719.421,TRUE,377.6890255,TRUE,,,,,,,
-343,129,-92,721.394,TRUE,377.8280032,TRUE,,,,,,,
-338,130,-89,718.853,TRUE,372.9141992,TRUE,,,,,,,
-332,131,-90,720.889,TRUE,368.0828711,TRUE,,,,,,,
-331,129,-93,721.799,TRUE,367.2206421,TRUE,,,,,,,
-331,132,-91,716.98,TRUE,367.7852634,TRUE,,,,,,,
-331,133,-92,720.492,TRUE,368.393811,TRUE,,,,,,,
-330,138,-95,720.589,TRUE,370.0932315,TRUE,,,,,,,
-332,141,-95,719.846,TRUE,373.0013405,TRUE,,,,,,,
-337,139,-96,719.846,TRUE,376.9694948,TRUE,,,,,,,
-341,140,-96,721.799,TRUE,380.9160012,TRUE,,,,,,,
-348,139,-98,719.846,TRUE,387.3357717,TRUE,,,,,,,
-353,142,-100,720.808,TRUE,393.4119978,TRUE,,,,,,,
-359,136,-107,721.223,TRUE,398.5297981,TRUE,,,,,,,
-366,136,-117,720.321,TRUE,407.6039745,TRUE,,,,,,,
-368,136,-142,722.527,TRUE,417.2337474,TRUE,,,,,,,
-374,135,-162,719.672,TRUE,429.3541662,TRUE,,,,,,,
-377,130,-199,720.573,TRUE,445.6792569,TRUE,,,,,,,
-375,122,-226,721.394,TRUE,454.5162263,TRUE,,,,,,,
-375,120,-237,720.492,TRUE,459.5584838,TRUE,,,,,,,
-373,111,-252,719.592,TRUE,463.631319,TRUE,,,,,,,
-359,108,-264,721.377,TRUE,458.5204467,TRUE,,,,,,,
-359,103,-289,721.96,TRUE,472.2404049,TRUE,,,,,,,
-362,99,-305,720.911,TRUE,483.6010753,TRUE,,,,,,,
-359,93,-335,719.282,TRUE,499.7549399,TRUE,,,,,,,
-352,89,-363,721.879,TRUE,513.4140629,TRUE,,,,,,,
-344,86,-375,719.753,TRUE,516.0978589,TRUE,,,,,,,
-335,79,-377,719.753,TRUE,510.4850634,TRUE,,,,,,,
-304,69,-392,719.187,TRUE,500.8402939,TRUE,,,,,,,
-299,64,-407,719.026,TRUE,509.0638467,TRUE,,,,,,,
-303,57,-427,719.672,TRUE,526.6754219,TRUE,,,,,,,
-296,61,-437,720.972,TRUE,531.3247594,TRUE,,,,,,,
-278,71,-462,721.14,TRUE,543.8464857,TRUE,,,,,,,
-276,68,-471,718.934,TRUE,550.1281669,TRUE,,,,,,,
-271,57,-479,721.799,TRUE,553.2910626,TRUE,,,,,,,
-287,57,-489,721.313,TRUE,569.8587544,TRUE,,,,,,,
-293,60,-496,720.321,TRUE,579.1934047,TRUE,,,,,,,
-316,64,-496,719.672,TRUE,591.5809328,TRUE,,,,,,,
-319,67,-494,719.186,TRUE,591.8496431,TRUE,,,,,,,
-312,63,-486,717.801,TRUE,580.9552478,TRUE,,,,,,,
-308,58,-477,720.656,TRUE,570.7512593,TRUE,,,,,,,
-294,55,-463,720.09,TRUE,551.2077648,TRUE,,,,,,,
-281,54,-459,718.704,TRUE,540.8863097,TRUE,,,,,,,
-248,58,-460,720.183,TRUE,525.8022442,TRUE,,,,,,,
-226,65,-457,721.14,TRUE,513.955251,TRUE,,,,,,,
-187,69,-470,720.656,TRUE,510.5193434,TRUE,,,,,,,
-151,71,-479,719.187,TRUE,507.2307167,TRUE,,,,,,,
-109,79,-498,720.321,TRUE,515.8740156,TRUE,,,,,,,
-106,82,-515,720.09,TRUE,532.1512943,TRUE,,,,,,,
-89,88,-538,720.24,TRUE,552.366726,TRUE,,,,,,,
-87,94,-551,720.573,TRUE,565.6907282,TRUE,,,,,,,
-80,93,-567,719.672,TRUE,580.1189533,TRUE,,,,,,,
-74,94,-571,720.403,TRUE,583.397806,TRUE,,,,,,,
-48,95,-575,721.14,TRUE,584.7683302,TRUE,,,,,,,
-61,92,-579,719.61,TRUE,589.4285368,TRUE,,,,,,,
-64,93,-579,720.573,TRUE,589.9033819,TRUE,,,,,,,
-117,94,-581,720.573,TRUE,600.0716624,TRUE,,,,,,,
-136,97,-583,719.836,TRUE,606.4602213,TRUE,,,,,,,
-166,102,-578,719.784,TRUE,609.9540966,TRUE,,,,,,,
-176,102,-577,720.174,TRUE,611.8079764,TRUE,,,,,,,
-188,105,-561,719.106,TRUE,600.9076468,TRUE,,,,,,,
-195,108,-548,720.006,TRUE,591.6020622,TRUE,,,,,,,
-206,131,-510,720.143,TRUE,565.4175448,TRUE,,,,,,,
-231,141,-492,706.369,TRUE,561.5211483,TRUE,,,,,,,
-290,150,-470,706.288,TRUE,572.2761571,TRUE,,,,,,,
-322,151,-463,708.199,TRUE,583.8270292,TRUE,,,,,,,
-378,148,-458,706.039,TRUE,612.0065359,TRUE,,,,,,,
-383,137,-454,706.372,TRUE,609.5687,TRUE,,,,,,,
-381,106,-433,705.782,TRUE,586.4179397,TRUE,,,,,,,
-386,87,-417,704.266,TRUE,574.8512851,TRUE,,,,,,,
-390,46,-387,705.188,TRUE,551.3483472,TRUE,,,,,,,
-388,41,-389,705.709,TRUE,550.9500885,TRUE,,,,,,,
-384,41,-397,705.782,TRUE,553.8465491,TRUE,,,,,,,
-381,39,-401,705.378,TRUE,554.5114967,TRUE,,,,,,,
-383,36,-392,705.637,TRUE,549.2258188,TRUE,,,,,,,
-379,40,-392,702.162,TRUE,546.72205,TRUE,,,,,,,
-376,46,-392,703.881,TRUE,545.1201702,TRUE,,,,,,,
-374,50,-391,707.686,TRUE,543.3755607,TRUE,,,,,,,
-373,51,-392,710.289,TRUE,543.5016099,TRUE,,,,,,,
-369,50,-392,719.605,TRUE,540.6708796,TRUE,,,,,,,
-368,55,-394,724.285,TRUE,541.9271169,TRUE,,,,,,,
-365,57,-390,730.768,TRUE,537.1908413,TRUE,,,,,,,
-364,60,-393,735.273,TRUE,539.022263,TRUE,,,,,,,
-365,62,-395,746.707,TRUE,541.381566,TRUE,,,,,,,
-364,63,-394,749.254,TRUE,540.0935104,TRUE,,,,,,,
-361,67,-392,759.974,TRUE,537.0977565,TRUE,,,,,,,
-361,67,-392,757.545,TRUE,537.0977565,TRUE,,,,,,,
-357,67,-392,763.848,TRUE,534.4174398,TRUE,,,,,,,
-356,68,-391,765.532,TRUE,533.1425701,TRUE,,,,,,,
-357,70,-392,763.521,TRUE,534.8018325,TRUE,,,,,,,
-353,71,-394,762.987,TRUE,533.7471311,TRUE,,,,,,,
-356,74,-397,759.172,TRUE,538.3502577,TRUE,,,,,,,
-355,74,-398,760.808,TRUE,538.4282682,TRUE,,,,,,,
-354,74,-396,759.127,TRUE,536.2909658,TRUE,,,,,,,
-356,76,-397,760.838,TRUE,538.6288147,TRUE,,,,,,,
-354,75,-397,760.662,TRUE,537.1685024,TRUE,,,,,,,
-355,76,-396,765.562,TRUE,537.2308629,TRUE,,,,,,,
-353,75,-395,765.784,TRUE,535.0317748,TRUE,,,,,,,
-350,76,-396,764.961,TRUE,533.9400715,TRUE,,,,,,,
-351,76,-394,765.222,TRUE,533.11631,TRUE,,,,,,,
-351,75,-394,765.416,TRUE,532.9746711,TRUE,,,,,,,
-350,76,-393,760.454,TRUE,531.7189107,TRUE,,,,,,,
-346,78,-392,752.878,TRUE,528.6435472,TRUE,,,,,,,
-339,78,-393,740.415,TRUE,524.8371176,TRUE,,,,,,,
-312,80,-394,721.18,TRUE,508.9007762,TRUE,,,,,,,
-298,81,-395,721.419,TRUE,501.3880733,TRUE,,,,,,,
-263,85,-398,716.281,TRUE,484.5595939,TRUE,,,,,,,
-232,82,-404,697.004,TRUE,473.0369964,TRUE,,,,,,,
-165,89,-433,685.684,TRUE,471.8421346,TRUE,,,,,,,
-142,89,-453,671.957,TRUE,483.005176,TRUE,,,,,,,
-119,89,-488,649.367,TRUE,510.1235145,TRUE,,,,,,,
-109,93,-508,653.07,TRUE,527.8200451,TRUE,,,,,,,
-82,100,-542,648.109,TRUE,557.2145009,TRUE,,,,,,,
-59,101,-554,647.662,TRUE,566.2137406,TRUE,,,,,,,
-57,102,-562,630.655,TRUE,574.0182924,TRUE,,,,,,,
-83,102,-566,620.041,TRUE,581.0757266,TRUE,,,,,,,
-133,104,-575,614.841,TRUE,599.2745614,TRUE,,,,,,,
-247,105,-579,598.474,TRUE,638.1810088,TRUE,,,,,,,
-286,103,-578,590.388,TRUE,653.0612529,TRUE,,,,,,,
-328,102,-573,595.794,TRUE,668.0696072,TRUE,,,,,,,
-354,99,-560,601.713,TRUE,669.8634189,TRUE,,,,,,,
-415,69,-517,587.219,TRUE,666.5395712,TRUE,,,,,,,
-438,56,-500,577.79,TRUE,667.0682124,TRUE,,,,,,,
-466,33,-484,575.227,TRUE,672.6819456,TRUE,,,,,,,
-467,21,-468,579.287,TRUE,661.4786467,TRUE,,,,,,,
-460,-8,-407,569.604,TRUE,614.2580891,TRUE,,,,,,,
-447,-23,-380,556.382,TRUE,587.1439347,TRUE,,,,,,,
-421,-45,-340,552.611,TRUE,543.0156535,TRUE,,,,,,,
-419,-42,-337,537.931,TRUE,539.3459001,TRUE,,,,,,,
-415,-26,-343,529.919,TRUE,539.026901,TRUE,,,,,,,
-408,-10,-350,506.086,TRUE,537.6467242,TRUE,,,,,,,
-412,3,-389,496.14,TRUE,566.6339206,TRUE,,,,,,,
-419,5,-392,475.342,TRUE,573.8031021,TRUE,,,,,,,
-418,6,-395,472.663,TRUE,575.1391136,TRUE,,,,,,,
-423,11,-401,479.542,TRUE,582.967409,TRUE,,,,,,,
-420,5,-397,481.562,TRUE,577.9567458,TRUE,,,,,,,
-410,1,-391,481.525,TRUE,566.5527336,TRUE,,,,,,,
-412,1,-391,476.341,TRUE,568.0017606,TRUE,,,,,,,
-413,-3,-390,462.239,TRUE,568.0475332,TRUE,,,,,,,
